country,state,city,station,last_update,latitude,longitude,pollutant_id,min_value,max_value,avg_value
India,Odisha,Baripada,"Meher Colony, Baripada - OSPCB",12-02-2026 05:00:00,21.941841,86.728318,CO,24,52,38
India,Odisha,Bhubaneswar,"Patia, Bhubaneswar - OSPCB",12-02-2026 05:00:00,20.34652,85.81630,SO2,5,23,9
India,Odisha,Bileipada,"Tata Township, Bileipada - OSPCB",12-02-2026 05:00:00,22.06156703,85.47409613,CO,24,74,43
India,Odisha,Brajrajnagar,"GM Office, Brajrajnagar - OSPCB",12-02-2026 05:00:00,21.8004996,83.8396977,PM2.5,30,292,114
India,Odisha,Brajrajnagar,"GM Office, Brajrajnagar - OSPCB",12-02-2026 05:00:00,21.8004996,83.8396977,PM10,41,224,116
India,Odisha,Byasanagar,"Ferro Chrome Colony, Byasanagar - OSPCB",12-02-2026 05:00:00,20.94185,86.11510,PM2.5,77,207,129
India,Odisha,Cuttack,"CDA Area, Cuttack - OSPCB",12-02-2026 05:00:00,20.48891     ,85.84768     ,NH3,5,9,7
India,Odisha,Keonjhar,"Jagamohanpur, Keonjhar - OSPCB",12-02-2026 05:00:00,21.643900,85.599355,PM10,105,199,133
India,Odisha,Keonjhar,"Jagamohanpur, Keonjhar - OSPCB",12-02-2026 05:00:00,21.643900,85.599355,SO2,5,82,18
India,Odisha,Nayagarh,"Dabuna, Nayagarh - OSPCB",12-02-2026 05:00:00,21.847279,85.416905,PM10,NA,NA,NA
India,Odisha,Nayagarh,"Dabuna, Nayagarh - OSPCB",12-02-2026 05:00:00,21.847279,85.416905,OZONE,NA,NA,NA
India,Odisha,Rourkela,"Fertilizer Township, Rourkela - OSPCB",12-02-2026 05:00:00,22.18972222,84.86277778,NO2,11,11,11
India,Odisha,Rourkela,"Raghunathpali, Rourkela - OSPCB",12-02-2026 05:00:00,22.220833,84.809444,NH3,1,2,1
India,Odisha,Rourkela,"Raghunathpali, Rourkela - OSPCB",12-02-2026 05:00:00,22.220833,84.809444,CO,28,104,71
India,Odisha,Suakati,"OMC Colony, Suakati - OSPCB",12-02-2026 05:00:00,21.606865,85.510538,CO,22,30,25
India,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",12-02-2026 05:00:00,20.9360711,85.1707021,OZONE,26,75,30
India,Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB",12-02-2026 05:00:00,25.771061, 73.340227,PM2.5,62,227,114
India,Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB",12-02-2026 05:00:00,25.771061, 73.340227,NH3,5,15,8
India,Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB",12-02-2026 05:00:00,25.771061, 73.340227,CO,5,54,40
India,Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB",12-02-2026 05:00:00,25.771061, 73.340227,OZONE,4,69,26
India,Rajasthan,Pratapgarh,"Pragati Nagar, Pratapgarh - RSPCB",12-02-2026 05:00:00,24.041198,74.780702,NO2,12,42,22
India,Rajasthan,Pratapgarh,"Pragati Nagar, Pratapgarh - RSPCB",12-02-2026 05:00:00,24.041198,74.780702,OZONE,34,126,70
India,Rajasthan,Rajsamand,"Dhoinda, Rajsamand - RSPCB",12-02-2026 05:00:00,25.036360,73.883502,PM2.5,42,230,81
India,Rajasthan,Sawai Madhopur,"Sahu Nagar, Sawai Madhopur - RSPCB",12-02-2026 05:00:00,26.031443,76.359327,PM10,87,341,137
India,Rajasthan,Sawai Madhopur,"Sahu Nagar, Sawai Madhopur - RSPCB",12-02-2026 05:00:00,26.031443,76.359327,OZONE,1,37,35
India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB",12-02-2026 05:00:00,27.608912,75.153302,NO2,10,63,22
India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB",12-02-2026 05:00:00,27.608912,75.153302,CO,20,58,24
India,TamilNadu,Chennai,"Kodungaiyur, Chennai - TNPCB",12-02-2026 05:00:00,13.1278,80.2642,PM10,117,362,253
India,TamilNadu,Chennai,"Kodungaiyur, Chennai - TNPCB",12-02-2026 05:00:00,13.1278,80.2642,NH3,2,3,3
India,TamilNadu,Chennai,"Manali Village, Chennai - TNPCB",12-02-2026 05:00:00,13.1662,80.2584,OZONE,15,24,22
India,TamilNadu,Chennai,"Manali, Chennai - CPCB",12-02-2026 05:00:00,13.164544,80.26285,PM10,64,128,87
India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB",12-02-2026 05:00:00,12.9533,80.2357,NH3,1,2,1
India,TamilNadu,Chennai,"Royapuram, Chennai - TNPCB",12-02-2026 05:00:00,13.1036,80.2909,PM2.5,41,308,89
India,TamilNadu,Chennai,"Royapuram, Chennai - TNPCB",12-02-2026 05:00:00,13.1036,80.2909,PM10,55,193,94
India,TamilNadu,Chennai,"Royapuram, Chennai - TNPCB",12-02-2026 05:00:00,13.1036,80.2909,CO,45,62,52
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB",12-02-2026 05:00:00,13.0052189,80.2398125,PM2.5,NA,NA,NA
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB",12-02-2026 05:00:00,13.0052189,80.2398125,SO2,6,9,7
India,Rajasthan,Sirohi,"Vedhaynath Colony, Sirohi - RSPCB",12-02-2026 05:00:00,24.885261,72.857549,PM10,45,112,74
India,Rajasthan,Sirohi,"Vedhaynath Colony, Sirohi - RSPCB",12-02-2026 05:00:00,24.885261,72.857549,OZONE,2,105,47
India,Rajasthan,Sri Ganganagar,"Old City, Sri Ganganagar - RSPCB",12-02-2026 05:00:00,29.931624,73.864511,PM10,87,232,156
India,Rajasthan,Sri Ganganagar,"Old City, Sri Ganganagar - RSPCB",12-02-2026 05:00:00,29.931624,73.864511,CO,23,113,63
India,Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB",12-02-2026 05:00:00,26.159933,75.780517,PM10,99,470,186
India,Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB",12-02-2026 05:00:00,26.159933,75.780517,NO2,14,114,37
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB",12-02-2026 05:00:00,24.5886166,73.6321397,PM10,92,187,125
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB",12-02-2026 05:00:00,24.5886166,73.6321397,NO2,5,50,29
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB",12-02-2026 05:00:00,24.5886166,73.6321397,CO,5,88,26
India,Rajasthan,Dungarpur,"Bhoiwada, Dungarpur - RSPCB",12-02-2026 05:00:00,23.837789,73.714926,NO2,17,59,27
India,Rajasthan,Dungarpur,"Bhoiwada, Dungarpur - RSPCB",12-02-2026 05:00:00,23.837789,73.714926,NH3,12,18,15
India,Rajasthan,Dungarpur,"Bhoiwada, Dungarpur - RSPCB",12-02-2026 05:00:00,23.837789,73.714926,SO2,3,10,5
India,Rajasthan,Hanumangarh,"Housing Board, Hanumangarh - RSPCB",12-02-2026 05:00:00,29.610750,74.283608,NH3,1,3,1
India,Rajasthan,Hanumangarh,"Housing Board, Hanumangarh - RSPCB",12-02-2026 05:00:00,29.610750,74.283608,OZONE,4,67,22
India,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",12-02-2026 05:00:00,26.902909,75.836858,SO2,13,34,23
India,Rajasthan,Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB",12-02-2026 05:00:00,26.843698,75.766894,OZONE,44,154,80
India,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB",12-02-2026 05:00:00,26.9164092,75.7994901,PM2.5,71,146,92
India,Rajasthan,Jhalawar,"Rajlaxmi Nagar, Jhalawar - RSPCB",12-02-2026 05:00:00,24.588397,76.172782,PM10,72,133,103
India,Rajasthan,Jhunjhunu,"Indra Nagar, Jhunjhunu - RSPCB",12-02-2026 05:00:00,28.108988,75.386577,PM2.5,51,276,132
India,Rajasthan,Jodhpur,"Collectorate, Jodhpur - RSPCB",12-02-2026 05:00:00,26.268249,73.0193853,PM10,27,168,73
India,Rajasthan,Jodhpur,"Collectorate, Jodhpur - RSPCB",12-02-2026 05:00:00,26.268249,73.0193853,OZONE,19,72,60
India,Rajasthan,Jodhpur,"Digari Kalan, Jodhpur - RSPCB",12-02-2026 05:00:00,26.295810,73.082283,PM10,79,153,111
India,Rajasthan,Jodhpur,"Digari Kalan, Jodhpur - RSPCB",12-02-2026 05:00:00,26.295810,73.082283,SO2,1,4,3
India,Rajasthan,Jodhpur,"Mandor, Jodhpur - RSPCB",12-02-2026 05:00:00,26.358805,73.047444,PM10,64,133,90
India,Rajasthan,Jodhpur,"Mandor, Jodhpur - RSPCB",12-02-2026 05:00:00,26.358805,73.047444,NO2,15,23,19
India,Rajasthan,Baran,"Bamboliya, Baran - RSPCB",12-02-2026 05:00:00,25.106006,76.469948,OZONE,16,141,48
India,Rajasthan,Barmer,"Railway Colony, Barmer - RSPCB",12-02-2026 05:00:00,25.747299,71.393989,NH3,5,12,8
India,Rajasthan,Bharatpur,"Krishna Nagar, Bharatpur - RSPCB",12-02-2026 05:00:00,27.215415,77.50873,PM10,65,170,105
India,Rajasthan,Bharatpur,"Krishna Nagar, Bharatpur - RSPCB",12-02-2026 05:00:00,27.215415,77.50873,OZONE,11,149,67
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB",12-02-2026 05:00:00,28.194909,76.862296,NO2,15,60,36
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB",12-02-2026 05:00:00,28.194909,76.862296,NH3,5,20,12
India,Rajasthan,Bhiwadi,"Vasundhara Nagar_UIT, Bhiwadi - RSPCB",12-02-2026 05:00:00,28.207266,76.829265,CO,18,100,38
India,Rajasthan,Jaipur,"RIICO Sitapura, Jaipur - RSPCB",12-02-2026 05:00:00,26.786682,75.827928,SO2,3,4,3
India,Rajasthan,Jaipur,"Sector-2 Murlipura, Jaipur - RSPCB",12-02-2026 05:00:00,26.960669,75.771817,NH3,5,8,6
India,Rajasthan,Jaipur,"Sector-2 Murlipura, Jaipur - RSPCB",12-02-2026 05:00:00,26.960669,75.771817,SO2,5,7,6
India,Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB",12-02-2026 05:00:00,26.9502929,75.730943,NH3,7,18,11
India,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB",12-02-2026 05:00:00,25.344694,72.626208,CO,28,104,34
India,Rajasthan,Bikaner,"MM Ground, Bikaner - RSPCB",12-02-2026 05:00:00,28.018792,73.292658,NO2,19,53,33
India,Rajasthan,Chittorgarh,"Shastri Nagar, Chittorgarh - RSPCB",12-02-2026 05:00:00,24.892047,74.623527,PM2.5,70,308,145
India,Rajasthan,Chittorgarh,"Shastri Nagar, Chittorgarh - RSPCB",12-02-2026 05:00:00,24.892047,74.623527,CO,8,47,21
India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB",12-02-2026 05:00:00,28.296139,74.961696,SO2,7,9,8
India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB",12-02-2026 05:00:00,28.296139,74.961696,CO,26,50,32
India,Rajasthan,Jodhpur,"Mandor, Jodhpur - RSPCB",12-02-2026 05:00:00,26.358805,73.047444,OZONE,39,62,56
India,Rajasthan,Jodhpur,"Samrat Ashok Udhyan, Jodhpur - RSPCB",12-02-2026 05:00:00,26.253384,72.976571,NH3,4,7,5
India,Rajasthan,Jodhpur,"Samrat Ashok Udhyan, Jodhpur - RSPCB",12-02-2026 05:00:00,26.253384,72.976571,CO,23,36,26
India,Rajasthan,Karauli,"Satyawati Vihar, Karauli - RSPCB",12-02-2026 05:00:00,26.506177,77.025989,CO,52,71,58
India,TamilNadu,Coimbatore,"PSG College of Arts and Science, Coimbatore - TNPCB",12-02-2026 05:00:00,11.0328,77.0349,PM2.5,73,126,99
India,TamilNadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB",12-02-2026 05:00:00,10.942451,76.978996,OZONE,NA,NA,NA
India,TamilNadu,Gummidipoondi,"Anthoni Pillai Nagar, Gummidipoondi - TNPCB",12-02-2026 05:00:00,13.4127,80.1081,PM10,90,362,182
India,TamilNadu,Madurai,"Uchapatti, Madurai - TNPCB",12-02-2026 05:00:00,9.865935,78.022669,SO2,NA,NA,NA
India,TamilNadu,Madurai,"Uchapatti, Madurai - TNPCB",12-02-2026 05:00:00,9.865935,78.022669,CO,NA,NA,NA
India,TamilNadu,Perundurai,"SIPCOT Industrial Park, Perundurai - TNPCB",12-02-2026 05:00:00,11.258242,77.552761,NO2,12,20,13
India,TamilNadu,Ramanathapuram,"Chalai Bazaar, Ramanathapuram - TNPCB",12-02-2026 05:00:00,9.36399,78.831977,SO2,NA,NA,NA
India,Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB",12-02-2026 05:00:00,17.540891,78.358528,PM10,76,148,110
India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB",12-02-2026 05:00:00,17.393559,78.339194,NO2,12,16,14
India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB",12-02-2026 05:00:00,17.544899,78.486949,PM2.5,44,62,52
India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB",12-02-2026 05:00:00,17.544899,78.486949,NO2,16,18,18
India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB",12-02-2026 05:00:00,17.544899,78.486949,CO,12,36,21
India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB",12-02-2026 05:00:00,17.544899,78.486949,OZONE,14,30,16
India,Telangana,Hyderabad,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",12-02-2026 05:00:00,17.429398,78.569354,PM2.5,49,72,58
India,Telangana,Hyderabad,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",12-02-2026 05:00:00,17.429398,78.569354,NO2,9,17,11
India,Telangana,Hyderabad,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",12-02-2026 05:00:00,17.429398,78.569354,NH3,4,7,5
India,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB",12-02-2026 05:00:00,17.37206,78.50864,NH3,2,3,3
India,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB",12-02-2026 05:00:00,17.37206,78.50864,OZONE,13,31,23
India,Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB",12-02-2026 05:00:00,28.685382,77.453839,PM2.5,72,218,115
India,Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB",12-02-2026 05:00:00,28.685382,77.453839,PM10,111,191,143
India,Uttar_Pradesh,Ghaziabad,"Vasundhara, Ghaziabad - UPPCB",12-02-2026 05:00:00,28.6603346,77.3572563,SO2,11,43,20
India,Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB",12-02-2026 05:00:00,26.730136,83.433859,PM10,22,146,100
India,Uttar_Pradesh,Greater Noida,"Knowledge Park - III, Greater Noida - UPPCB",12-02-2026 05:00:00,28.47272,77.482000,CO,14,64,25
India,Uttar_Pradesh,Greater Noida,"Knowledge Park - V, Greater Noida - UPPCB",12-02-2026 05:00:00,28.557054,77.453663,NH3,13,26,17
India,Telangana,Hyderabad,"Ramachandrapuram, Hyderabad - TSPCB",12-02-2026 05:00:00,17.528544,78.286195,NH3,4,5,4
India,Telangana,Hyderabad,"Sanathnagar, Hyderabad - TSPCB",12-02-2026 05:00:00,17.4559458,78.4332152,PM2.5,47,87,66
India,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB",12-02-2026 05:00:00,17.349694,78.451437,NH3,3,3,3
India,Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB",12-02-2026 05:00:00,23.8175497,91.2726974,PM2.5,10,58,38
India,Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB",12-02-2026 05:00:00,23.8175497,91.2726974,NH3,3,5,4
India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB",12-02-2026 05:00:00,27.23711,78.01936,PM10,58,117,91
India,Uttar_Pradesh,Bareilly,"Rajendra Nagar, Bareilly - UPPCB",12-02-2026 05:00:00,28.38910936,79.42963708,CO,2,22,3
India,Uttar_Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB",12-02-2026 05:00:00,27.168897,78.376960,PM2.5,37,213,68
India,Uttar_Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB",12-02-2026 05:00:00,27.168897,78.376960,NH3,2,2,2
India,Uttar_Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB",12-02-2026 05:00:00,27.1594,78.3953,CO,14,16,14
India,Uttar_Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB",12-02-2026 05:00:00,28.646233,77.358075,CO,8,110,50
India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB",12-02-2026 05:00:00,28.757294,77.278792,NO2,NA,NA,NA
India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB",12-02-2026 05:00:00,26.428282,80.327067,NH3,5,5,5
India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB",12-02-2026 05:00:00,26.509954,80.249612,PM10,74,248,122
India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB",12-02-2026 05:00:00,26.509954,80.249612,SO2,28,39,31
India,Uttar_Pradesh,Kanpur,"Nehru Nagar, Kanpur - UPPCB",12-02-2026 05:00:00,26.4703136,80.3229863,SO2,6,25,14
India,Uttar_Pradesh,Kanpur,"Nehru Nagar, Kanpur - UPPCB",12-02-2026 05:00:00,26.4703136,80.3229863,OZONE,6,22,6
India,Uttar_Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB",12-02-2026 05:00:00,28.2348927,77.8683002,PM10,111,195,141
India,Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB",12-02-2026 05:00:00,27.19412,77.96237,NH3,5,6,5
India,Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB",12-02-2026 05:00:00,27.19412,77.96237,SO2,11,12,12
India,Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB",12-02-2026 05:00:00,27.19412,77.96237,CO,6,38,26
India,Uttar_Pradesh,Agra,"Shastripuram, Agra - UPPCB",12-02-2026 05:00:00,27.19862,77.92066,SO2,14,32,25
India,Uttar_Pradesh,Agra,"Shastripuram, Agra - UPPCB",12-02-2026 05:00:00,27.19862,77.92066,CO,10,30,24
India,Uttar_Pradesh,Baghpat,"Sardar Patel Inter College, Baghpat - UPPCB",12-02-2026 05:00:00,28.964949,77.278761,NH3,1,4,2
India,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB",12-02-2026 05:00:00,17.460103,78.334361,PM2.5,48,68,59
India,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB",12-02-2026 05:00:00,17.460103,78.334361,CO,20,44,27
India,Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB",12-02-2026 05:00:00,17.470431,78.566959,SO2,3,34,24
India,Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB",12-02-2026 05:00:00,17.470431,78.566959,CO,16,30,27
India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB",12-02-2026 05:00:00,17.5316895,78.218939,NO2,6,7,7
India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB",12-02-2026 05:00:00,17.5316895,78.218939,CO,32,58,40
India,Uttar_Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB",12-02-2026 05:00:00,26.766433,80.927299,NO2,11,12,12
India,Uttar_Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB",12-02-2026 05:00:00,26.766433,80.927299,NH3,4,5,4
India,Uttar_Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB",12-02-2026 05:00:00,26.766433,80.927299,OZONE,17,80,20
India,Uttar_Pradesh,Lucknow,"Kendriya Vidyalaya, Lucknow - CPCB",12-02-2026 05:00:00,26.906111,80.948222,PM2.5,77,307,164
India,Uttar_Pradesh,Lucknow,"Kendriya Vidyalaya, Lucknow - CPCB",12-02-2026 05:00:00,26.906111,80.948222,NO2,12,31,28
India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB",12-02-2026 05:00:00,28.999264,77.7590354,PM10,76,156,106
India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB",12-02-2026 05:00:00,28.999264,77.7590354,OZONE,14,35,32
India,Uttar_Pradesh,Meerut,"Jai Bhim Nagar, Meerut - UPPCB",12-02-2026 05:00:00,28.9535882,77.7622941,NO2,4,16,10
India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB",12-02-2026 05:00:00,29.063510,77.709723,NO2,13,32,21
India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB",12-02-2026 05:00:00,29.063510,77.709723,CO,2,50,21
India,Uttar_Pradesh,Moradabad,"Buddhi Vihar, Moradabad - UPPCB",12-02-2026 05:00:00,28.83526,78.74460,PM2.5,36,156,75
India,Uttar_Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB",12-02-2026 05:00:00,28.840739,78.697531,NO2,29,64,44
India,Uttar_Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB",12-02-2026 05:00:00,28.88528,78.73880,PM10,80,206,116
India,Uttar_Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB",12-02-2026 05:00:00,28.88528,78.73880,NH3,4,4,4
India,West_Bengal,Haldia,"Priyambada Housing Estate, Haldia - WBPCB",12-02-2026 05:00:00,22.06047,88.109737,NH3,6,7,6
India,West_Bengal,Haldia,"Priyambada Housing Estate, Haldia - WBPCB",12-02-2026 05:00:00,22.06047,88.109737,OZONE,19,25,20
India,West_Bengal,Howrah,"Belur Math, Howrah - WBPCB",12-02-2026 05:00:00,22.629801,88.352017,PM10,105,421,180
India,West_Bengal,Howrah,"Belur Math, Howrah - WBPCB",12-02-2026 05:00:00,22.629801,88.352017,NH3,8,13,11
India,West_Bengal,Howrah,"Belur Math, Howrah - WBPCB",12-02-2026 05:00:00,22.629801,88.352017,OZONE,3,50,9
India,West_Bengal,Howrah,"Botanical Garden, Howrah - WBPCB",12-02-2026 05:00:00,22.554954,88.292568,CO,17,86,73
India,West_Bengal,Howrah,"Dasnagar, Howrah - WBPCB",12-02-2026 05:00:00,22.6025571,88.3105664,OZONE,14,172,18
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB",12-02-2026 05:00:00,22.5687319,88.2797276,PM2.5,57,317,158
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB",12-02-2026 05:00:00,22.5687319,88.2797276,NO2,32,169,96
India,Uttar_Pradesh,Prayagraj,"Nagar Nigam, Prayagraj - UPPCB",12-02-2026 05:00:00,25.44919916 ,81.82735986 ,OZONE,11,12,11
India,Uttar_Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB",12-02-2026 05:00:00,25.301778,82.996789,PM2.5,45,158,80
India,Uttar_Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB",12-02-2026 05:00:00,25.301778,82.996789,NH3,1,1,1
India,Uttar_Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB",12-02-2026 05:00:00,25.262326,82.995408,PM2.5,4,51,26
India,Uttar_Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB",12-02-2026 05:00:00,25.262326,82.995408,NO2,2,2,2
India,Uttar_Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB",12-02-2026 05:00:00,25.262326,82.995408,CO,6,25,16
India,Uttar_Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB",12-02-2026 05:00:00,25.32393,82.99687,SO2,26,30,28
India,Uttar_Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB",12-02-2026 05:00:00,25.32393,82.99687,OZONE,2,30,2
India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB",12-02-2026 05:00:00,28.5447608,77.3231257,SO2,3,14,7
India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB",12-02-2026 05:00:00,28.5447608,77.3231257,CO,32,90,71
India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB",12-02-2026 05:00:00,28.5447608,77.3231257,OZONE,7,21,9
India,Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB",12-02-2026 05:00:00,28.5898,77.3101,PM2.5,85,402,220
India,Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB",12-02-2026 05:00:00,28.5898,77.3101,NO2,106,172,130
India,Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB",12-02-2026 05:00:00,28.5898,77.3101,NH3,7,15,11
India,Uttar_Pradesh,Noida,"Sector-116, Noida - UPPCB",12-02-2026 05:00:00,28.569230,77.393848,OZONE,9,150,14
India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB",12-02-2026 05:00:00,25.425602,81.917152,PM10,54,125,91
India,Uttarakhand,Dehradun,"Doon University, Dehradun - UKPCB",12-02-2026 05:00:00,30.269444,78.044167,PM10,44,121,84
India,Uttarakhand,Rishikesh,"Shivaji Nagar, Rishikesh - UKPCB",12-02-2026 05:00:00,30.075911,78.2859547,CO,38,105,38
India,West_Bengal,Asansol,"Asansol Court Area, Asansol - WBPCB",12-02-2026 05:00:00,23.685297,86.945968,NH3,3,9,5
India,West_Bengal,Asansol,"Evelyn Lodge, Asansol - WBPCB",12-02-2026 05:00:00,23.6979360,86.9443950,PM10,56,147,99
India,West_Bengal,Asansol,"Evelyn Lodge, Asansol - WBPCB",12-02-2026 05:00:00,23.6979360,86.9443950,NO2,10,68,35
India,West_Bengal,Kolkata,"Rabindra Sarobar, Kolkata - WBPCB",12-02-2026 05:00:00,22.51106,88.35142,SO2,12,49,24
India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB",12-02-2026 05:00:00,22.5448082,88.3403691,NO2,34,114,66
India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB",12-02-2026 05:00:00,26.6879226,88.4152495,PM10,107,166,132
India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB",12-02-2026 05:00:00,26.6879226,88.4152495,NH3,10,10,10
India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB",12-02-2026 05:00:00,26.6879226,88.4152495,CO,38,82,61
India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB",12-02-2026 05:00:00,26.6879226,88.4152495,OZONE,46,126,60
India,Uttar_Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB",12-02-2026 05:00:00,28.88528,78.73880,SO2,24,31,25
India,Uttar_Pradesh,Moradabad,"Kashiram Nagar, Moradabad - UPPCB",12-02-2026 05:00:00,28.849399,78.742362,NH3,4,4,4
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB",12-02-2026 05:00:00,29.4723508,77.7194031,NO2,NA,NA,NA
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB",12-02-2026 05:00:00,29.4723508,77.7194031,SO2,4,18,8
India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB",12-02-2026 05:00:00,28.5447608,77.3231257,PM2.5,94,432,233
India,West_Bengal,Barrackpore,"SVSPA Campus, Barrackpore - WBPCB",12-02-2026 05:00:00,22.7605581,88.3617589,OZONE,1,57,1
